Date,SP_Price,Open,High,Low,Vol.,Change %
7-Oct-14,"1,935.10","1,962.36","1,962.36","1,934.87",-,-1.51%
6-Oct-14,"1,964.82","1,970.01","1,977.84","1,958.43",-,-0.16%
3-Oct-14,"1,967.90","1,948.12","1,971.19","1,948.12",-,1.12%
2-Oct-14,"1,946.17","1,945.83","1,952.32","1,926.03",-,0.00%
1-Oct-14,"1,946.16","1,971.44","1,971.44","1,941.72",-,-1.32%
30-Sep-14,"1,972.29","1,978.21","1,985.17","1,968.96",-,-0.28%
29-Sep-14,"1,977.80","1,978.96","1,981.28","1,964.04",-,-0.25%
26-Sep-14,"1,982.85","1,966.22","1,986.37","1,966.22",-,0.86%
25-Sep-14,"1,965.99","1,997.32","1,997.32","1,965.99",-,-1.62%
24-Sep-14,"1,998.30","1,983.34","1,999.79","1,978.63",-,0.78%
23-Sep-14,"1,982.77","1,992.78","1,995.41","1,982.77",-,-0.58%
22-Sep-14,"1,994.29","2,009.08","2,009.08","1,991.01",-,-0.80%
19-Sep-14,"2,010.40","2,012.74","2,019.26","2,006.59",-,-0.05%
18-Sep-14,"2,011.36","2,003.07","2,012.34","2,003.07",-,0.49%
17-Sep-14,"2,001.57","1,999.30","2,010.74","1,993.29",-,0.13%
16-Sep-14,"1,998.98","1,981.93","2,002.28","1,979.06",-,0.75%
15-Sep-14,"1,984.13","1,986.04","1,987.18","1,978.48",-,-0.07%
12-Sep-14,"1,985.54","1,996.74","1,996.74","1,980.26",-,-0.60%
11-Sep-14,"1,997.45","1,992.85","1,997.65","1,985.93",-,0.09%
10-Sep-14,"1,995.69","1,988.41","1,996.66","1,982.99",-,0.36%
9-Sep-14,"1,988.44","2,000.73","2,001.01","1,984.61",-,-0.65%
8-Sep-14,"2,001.54","2,007.17","2,007.17","1,995.60",-,-0.31%
5-Sep-14,"2,007.71","1,998.00","2,007.71","1,990.10",-,0.50%
4-Sep-14,"1,997.65","2,001.67","2,011.17","1,992.54",-,-0.15%
3-Sep-14,"2,000.72","2,003.57","2,009.28","1,998.14",-,-0.08%
2-Sep-14,"2,002.28","2,004.07","2,006.12","1,994.85",-,-0.05%
29-Aug-14,"2,003.37","1,998.45","2,003.38","1,994.65",-,0.33%
28-Aug-14,"1,996.74","1,997.42","1,998.55","1,990.52",-,-0.17%
27-Aug-14,"2,000.12","2,000.54","2,002.14","1,996.20",-,0.00%
26-Aug-14,"2,000.02","1,998.59","2,005.04","1,998.59",-,0.11%
25-Aug-14,"1,997.92","1,991.74","2,001.95","1,991.74",-,0.48%
22-Aug-14,"1,988.40","1,992.60","1,993.54","1,984.76",-,-0.20%
21-Aug-14,"1,992.37","1,986.82","1,994.76","1,986.82",-,0.29%
20-Aug-14,"1,986.51","1,980.46","1,988.57","1,977.68",-,0.25%
19-Aug-14,"1,981.60","1,972.73","1,982.57","1,972.73",-,0.50%
18-Aug-14,"1,971.74","1,958.36","1,971.99","1,958.36",-,0.85%
15-Aug-14,"1,955.06","1,958.87","1,964.04","1,941.50",-,-0.01%
14-Aug-14,"1,955.18","1,947.41","1,955.23","1,947.41",-,0.43%
13-Aug-14,"1,946.72","1,935.60","1,948.41","1,935.60",-,0.67%
12-Aug-14,"1,933.75","1,935.73","1,939.65","1,928.29",-,-0.16%
11-Aug-14,"1,936.92","1,933.43","1,944.90","1,933.43",-,0.28%
8-Aug-14,"1,931.59","1,910.35","1,932.38","1,909.01",-,1.15%
7-Aug-14,"1,909.57","1,923.03","1,928.89","1,904.78",-,-0.56%
6-Aug-14,"1,920.24","1,917.29","1,927.91","1,911.45",-,0.00%
5-Aug-14,"1,920.21","1,936.34","1,936.34","1,913.77",-,-0.97%
4-Aug-14,"1,938.99","1,926.62","1,942.92","1,921.20",-,0.72%
1-Aug-14,"1,925.15","1,929.80","1,937.35","1,916.37",-,-0.29%
31-Jul-14,"1,930.67","1,965.14","1,965.14","1,930.67",-,-2.00%
30-Jul-14,"1,970.07","1,973.21","1,978.90","1,962.42",-,0.01%
29-Jul-14,"1,969.95","1,980.03","1,984.85","1,969.95",-,-0.45%
28-Jul-14,"1,978.91","1,978.25","1,981.52","1,967.31",-,0.03%
25-Jul-14,"1,978.34","1,984.60","1,984.60","1,974.37",-,-0.48%
24-Jul-14,"1,987.98","1,988.07","1,991.39","1,985.79",-,0.05%
23-Jul-14,"1,987.01","1,985.32","1,989.23","1,982.44",-,0.18%
22-Jul-14,"1,983.53","1,975.65","1,986.24","1,975.65",-,0.50%
21-Jul-14,"1,973.63","1,976.93","1,976.93","1,965.77",-,-0.23%
18-Jul-14,"1,978.22","1,961.54","1,979.91","1,960.82",-,1.03%
17-Jul-14,"1,958.12","1,979.75","1,981.80","1,955.59",-,-1.18%
16-Jul-14,"1,981.57","1,976.35","1,983.94","1,975.67",-,0.42%
15-Jul-14,"1,973.28","1,977.36","1,982.52","1,965.34",-,-0.19%
14-Jul-14,"1,977.10","1,969.86","1,979.85","1,969.86",-,0.48%
11-Jul-14,"1,967.57","1,965.76","1,968.67","1,959.63",-,0.15%
10-Jul-14,"1,964.68","1,966.67","1,969.84","1,952.86",-,-0.41%
9-Jul-14,"1,972.83","1,965.10","1,974.15","1,965.10",-,0.46%
8-Jul-14,"1,963.71","1,976.39","1,976.39","1,959.46",-,-0.70%
7-Jul-14,"1,977.65","1,984.22","1,984.22","1,974.88",-,-0.39%
3-Jul-14,"1,985.44","1,975.88","1,985.59","1,975.88",-,0.55%
2-Jul-14,"1,974.62","1,973.06","1,976.67","1,972.58",-,0.07%
1-Jul-14,"1,973.32","1,962.29","1,978.58","1,962.29",-,0.67%
30-Jun-14,"1,960.23","1,960.79","1,964.24","1,958.22",-,-0.04%
27-Jun-14,"1,960.96","1,956.56","1,961.47","1,952.18",-,0.19%
26-Jun-14,"1,957.22","1,959.89","1,959.89","1,944.69",-,-0.12%
25-Jun-14,"1,959.53","1,949.27","1,960.83","1,947.49",-,0.49%
24-Jun-14,"1,949.98","1,961.97","1,968.17","1,948.34",-,-0.64%
23-Jun-14,"1,962.61","1,962.92","1,963.74","1,958.89",-,-0.01%
20-Jun-14,"1,962.87","1,960.45","1,963.91","1,959.17",-,0.17%
19-Jun-14,"1,959.48","1,957.50","1,959.87","1,952.26",-,0.13%
18-Jun-14,"1,956.98","1,942.73","1,957.74","1,939.29",-,0.77%
17-Jun-14,"1,941.99","1,937.15","1,943.69","1,933.55",-,0.22%
16-Jun-14,"1,937.78","1,934.84","1,941.15","1,930.91",-,0.08%
13-Jun-14,"1,936.16","1,930.80","1,937.30","1,927.69",-,0.31%
12-Jun-14,"1,930.11","1,943.35","1,943.35","1,925.78",-,-0.71%
11-Jun-14,"1,943.89","1,949.37","1,949.37","1,940.08",-,-0.35%
10-Jun-14,"1,950.79","1,950.34","1,950.86","1,944.64",-,-0.02%
9-Jun-14,"1,951.27","1,948.97","1,955.55","1,947.16",-,0.09%
6-Jun-14,"1,949.44","1,942.41","1,949.44","1,942.41",-,0.46%
5-Jun-14,"1,940.46","1,928.52","1,941.74","1,922.93",-,0.65%
4-Jun-14,"1,927.88","1,923.06","1,928.63","1,918.60",-,0.19%
3-Jun-14,"1,924.24","1,923.07","1,925.07","1,918.79",-,-0.04%
2-Jun-14,"1,924.97","1,923.87","1,925.88","1,915.98",-,0.07%
30-May-14,"1,923.57","1,920.33","1,924.03","1,916.64",-,0.18%
29-May-14,"1,920.03","1,910.60","1,920.03","1,909.82",-,0.54%
28-May-14,"1,909.78","1,911.77","1,914.46","1,907.30",-,-0.11%
27-May-14,"1,911.91","1,902.01","1,912.28","1,902.01",-,0.60%
23-May-14,"1,900.53","1,893.32","1,901.26","1,893.32",-,0.42%
22-May-14,"1,892.49","1,888.19","1,896.33","1,885.39",-,0.24%
21-May-14,"1,888.03","1,873.34","1,888.80","1,873.34",-,0.81%
20-May-14,"1,872.83","1,884.88","1,884.88","1,868.14",-,-0.65%
19-May-14,"1,885.08","1,876.66","1,886.00","1,872.42",-,0.38%
16-May-14,"1,877.86","1,871.19","1,878.28","1,864.82",-,0.37%
15-May-14,"1,870.85","1,888.16","1,888.16","1,862.36",-,-0.94%
14-May-14,"1,888.53","1,897.13","1,897.13","1,885.77",-,-0.47%
13-May-14,"1,897.45","1,896.75","1,902.17","1,896.06",-,0.04%
12-May-14,"1,896.65","1,880.03","1,897.13","1,880.03",-,0.97%
9-May-14,"1,878.48","1,875.27","1,878.57","1,867.02",-,0.15%
8-May-14,"1,875.63","1,877.39","1,889.07","1,870.05",-,-0.14%
7-May-14,"1,878.21","1,868.53","1,878.83","1,859.79",-,0.56%
6-May-14,"1,867.72","1,883.69","1,883.69","1,867.72",-,-0.90%
5-May-14,"1,884.66","1,879.45","1,885.51","1,866.77",-,0.19%
2-May-14,"1,881.14","1,885.30","1,891.33","1,878.50",-,-0.13%
1-May-14,"1,883.68","1,884.39","1,888.59","1,878.04",-,-0.01%
30-Apr-14,"1,883.95","1,877.10","1,885.20","1,872.69",-,0.30%
29-Apr-14,"1,878.33","1,870.78","1,880.60","1,870.78",-,0.48%
28-Apr-14,"1,869.43","1,865.00","1,877.01","1,850.61",-,0.32%
25-Apr-14,"1,863.40","1,877.72","1,877.72","1,859.70",-,-0.81%
24-Apr-14,"1,878.61","1,881.97","1,884.06","1,870.24",-,0.17%
23-Apr-14,"1,875.39","1,879.32","1,879.75","1,873.91",-,-0.22%
22-Apr-14,"1,879.55","1,872.57","1,884.89","1,872.57",-,0.41%
21-Apr-14,"1,871.89","1,865.79","1,871.89","1,863.18",-,0.38%
17-Apr-14,"1,864.85","1,861.73","1,869.63","1,856.72",-,0.14%
16-Apr-14,"1,862.31","1,846.01","1,862.31","1,846.01",-,1.05%
15-Apr-14,"1,842.98","1,831.45","1,844.02","1,816.29",-,0.68%
14-Apr-14,"1,830.61","1,818.18","1,834.19","1,815.80",-,0.82%
11-Apr-14,"1,815.69","1,830.65","1,835.07","1,814.36",-,-0.95%
10-Apr-14,"1,833.08","1,872.28","1,872.53","1,830.87",-,-2.09%
9-Apr-14,"1,872.18","1,852.64","1,872.43","1,852.38",-,1.09%
8-Apr-14,"1,851.96","1,845.48","1,854.95","1,837.49",-,0.38%
7-Apr-14,"1,845.04","1,863.92","1,864.04","1,841.48",-,-1.08%
4-Apr-14,"1,865.09","1,890.25","1,897.28","1,863.26",-,-1.25%
3-Apr-14,"1,888.77","1,891.43","1,893.80","1,882.65",-,-0.11%
2-Apr-14,"1,890.90","1,886.61","1,893.17","1,883.79",-,0.29%
1-Apr-14,"1,885.52","1,873.96","1,885.84","1,873.96",-,0.70%
31-Mar-14,"1,872.34","1,859.16","1,875.18","1,859.16",-,0.79%
28-Mar-14,"1,857.62","1,850.07","1,866.63","1,850.07",-,0.46%
27-Mar-14,"1,849.04","1,852.11","1,855.55","1,842.11",-,-0.19%
26-Mar-14,"1,852.56","1,867.09","1,875.92","1,852.56",-,-0.70%
25-Mar-14,"1,865.62","1,859.48","1,871.87","1,855.96",-,0.44%
24-Mar-14,"1,857.44","1,867.67","1,873.34","1,849.69",-,-0.49%
21-Mar-14,"1,866.52","1,874.53","1,883.97","1,863.46",-,-0.29%
20-Mar-14,"1,872.01","1,860.09","1,873.49","1,854.63",-,0.60%
19-Mar-14,"1,860.77","1,872.25","1,874.14","1,850.35",-,-0.61%
18-Mar-14,"1,872.25","1,858.92","1,873.76","1,858.92",-,0.72%
17-Mar-14,"1,858.83","1,842.81","1,862.30","1,842.81",-,0.96%
14-Mar-14,"1,841.13","1,845.07","1,852.44","1,839.57",-,-0.28%
13-Mar-14,"1,846.34","1,869.06","1,874.40","1,841.86",-,-1.17%
12-Mar-14,"1,868.20","1,866.15","1,868.38","1,854.38",-,0.03%
11-Mar-14,"1,867.63","1,878.26","1,882.35","1,863.88",-,-0.51%
10-Mar-14,"1,877.17","1,877.86","1,877.87","1,867.04",-,-0.05%
7-Mar-14,"1,878.04","1,878.52","1,883.57","1,870.56",-,0.05%
6-Mar-14,"1,877.03","1,874.18","1,881.94","1,874.18",-,0.17%
5-Mar-14,"1,873.81","1,874.05","1,876.53","1,871.11",-,-0.01%
4-Mar-14,"1,873.91","1,849.23","1,876.23","1,849.23",-,1.53%
3-Mar-14,"1,845.73","1,857.68","1,857.68","1,834.44",-,-0.74%
28-Feb-14,"1,859.45","1,855.12","1,867.92","1,847.67",-,0.28%
27-Feb-14,"1,854.29","1,844.90","1,854.53","1,841.13",-,0.49%
26-Feb-14,"1,845.16","1,845.79","1,852.65","1,840.66",-,0.00%
25-Feb-14,"1,845.12","1,847.66","1,852.91","1,840.19",-,-0.13%
24-Feb-14,"1,847.61","1,836.78","1,858.71","1,836.78",-,0.62%
21-Feb-14,"1,836.25","1,841.07","1,846.13","1,835.60",-,-0.19%
20-Feb-14,"1,839.78","1,829.24","1,842.79","1,824.58",-,0.60%
19-Feb-14,"1,828.75","1,838.90","1,847.50","1,826.99",-,-0.65%
18-Feb-14,"1,840.76","1,839.03","1,842.87","1,835.01",-,0.12%
14-Feb-14,"1,838.63","1,828.46","1,841.65","1,825.59",-,0.48%
13-Feb-14,"1,829.83","1,814.82","1,830.25","1,809.22",-,0.58%
12-Feb-14,"1,819.26","1,820.12","1,826.55","1,815.97",-,-0.03%
11-Feb-14,"1,819.75","1,800.45","1,823.54","1,800.41",-,1.11%
10-Feb-14,"1,799.84","1,796.20","1,799.94","1,791.83",-,0.16%
7-Feb-14,"1,797.02","1,776.01","1,798.03","1,776.01",-,1.33%
6-Feb-14,"1,773.43","1,752.99","1,774.06","1,752.99",-,1.24%
5-Feb-14,"1,751.64","1,753.38","1,755.79","1,737.92",-,-0.20%
4-Feb-14,"1,755.20","1,743.82","1,758.73","1,743.82",-,0.76%
3-Feb-14,"1,741.89","1,782.68","1,784.83","1,739.66",-,-2.28%
31-Jan-14,"1,782.59","1,790.88","1,793.88","1,772.26",-,-0.65%
30-Jan-14,"1,794.19","1,777.17","1,798.77","1,777.17",-,1.13%
29-Jan-14,"1,774.20","1,790.15","1,790.15","1,770.45",-,-1.02%
28-Jan-14,"1,792.50","1,783.00","1,793.87","1,779.49",-,0.61%
27-Jan-14,"1,781.56","1,791.03","1,795.98","1,772.88",-,-0.49%
24-Jan-14,"1,790.29","1,826.96","1,826.96","1,790.29",-,-2.09%
23-Jan-14,"1,828.46","1,842.29","1,842.29","1,820.06",-,-0.89%
22-Jan-14,"1,844.86","1,844.71","1,846.87","1,840.88",-,0.06%
21-Jan-14,"1,843.80","1,841.05","1,849.31","1,832.38",-,0.28%
17-Jan-14,"1,838.70","1,844.23","1,846.04","1,835.23",-,-0.39%
16-Jan-14,"1,845.89","1,847.99","1,847.99","1,840.30",-,-0.13%
15-Jan-14,"1,848.38","1,840.52","1,850.84","1,840.52",-,0.52%
14-Jan-14,"1,838.88","1,821.36","1,839.26","1,821.36",-,1.08%
13-Jan-14,"1,819.20","1,841.26","1,843.45","1,815.52",-,-1.26%
10-Jan-14,"1,842.37","1,840.06","1,843.15","1,832.43",-,0.23%
9-Jan-14,"1,838.13","1,839.00","1,843.23","1,830.38",-,0.03%
8-Jan-14,"1,837.49","1,837.90","1,840.02","1,831.40",-,-0.02%
7-Jan-14,"1,837.88","1,828.71","1,840.10","1,828.71",-,0.61%
6-Jan-14,"1,826.77","1,832.31","1,837.16","1,823.73",-,-0.25%
3-Jan-14,"1,831.37","1,833.21","1,838.24","1,829.13",-,-0.03%
2-Jan-14,"1,831.98","1,845.86","1,845.86","1,827.74",-,-0.89%
31-Dec-13,"1,848.36","1,842.61","1,849.44","1,842.41",-,0.40%
30-Dec-13,"1,841.07","1,841.47","1,842.47","1,838.77",-,-0.02%
27-Dec-13,"1,841.40","1,842.97","1,844.89","1,839.81",-,-0.03%
26-Dec-13,"1,842.02","1,834.96","1,842.84","1,834.96",-,0.47%
24-Dec-13,"1,833.32","1,828.02","1,833.32","1,828.02",-,0.29%
23-Dec-13,"1,827.99","1,822.92","1,829.75","1,822.92",-,0.53%
20-Dec-13,"1,818.32","1,810.39","1,823.75","1,810.25",-,0.48%
19-Dec-13,"1,809.60","1,809.00","1,810.88","1,801.35",-,-0.06%
18-Dec-13,"1,810.65","1,781.46","1,811.08","1,767.99",-,1.66%
17-Dec-13,"1,781.00","1,786.47","1,786.77","1,777.05",-,-0.31%
16-Dec-13,"1,786.54","1,777.48","1,792.22","1,777.48",-,0.63%
13-Dec-13,"1,775.32","1,777.98","1,780.92","1,772.45",-,-0.01%
12-Dec-13,"1,775.50","1,781.71","1,782.99","1,772.28",-,-0.38%
11-Dec-13,"1,782.22","1,802.76","1,802.97","1,780.09",-,-1.13%
10-Dec-13,"1,802.62","1,807.60","1,808.52","1,801.75",-,-0.32%
9-Dec-13,"1,808.37","1,806.21","1,811.52","1,806.21",-,0.18%
6-Dec-13,"1,805.09","1,788.36","1,806.04","1,788.36",-,1.12%
5-Dec-13,"1,785.03","1,792.82","1,792.82","1,783.38",-,-0.43%
4-Dec-13,"1,792.81","1,793.15","1,799.80","1,779.09",-,-0.13%
3-Dec-13,"1,795.15","1,800.10","1,800.10","1,787.85",-,-0.32%
2-Dec-13,"1,800.90","1,806.55","1,810.02","1,798.60",-,-0.27%
29-Nov-13,"1,805.81","1,808.69","1,813.55","1,803.98",-,-0.08%
27-Nov-13,"1,807.23","1,803.48","1,808.27","1,802.77",-,0.25%
26-Nov-13,"1,802.75","1,802.87","1,808.42","1,800.77",-,0.01%
25-Nov-13,"1,802.48","1,806.33","1,808.10","1,800.58",-,-0.13%
22-Nov-13,"1,804.76","1,797.21","1,804.84","1,794.70",-,0.50%
21-Nov-13,"1,795.85","1,783.52","1,797.16","1,783.52",-,0.81%
20-Nov-13,"1,781.37","1,789.59","1,795.73","1,777.23",-,-0.36%
19-Nov-13,"1,787.87","1,790.79","1,795.51","1,784.72",-,-0.20%
18-Nov-13,"1,791.53","1,798.82","1,802.33","1,788.00",-,-0.37%
15-Nov-13,"1,798.18","1,790.66","1,798.22","1,790.66",-,0.42%
14-Nov-13,"1,790.62","1,782.75","1,791.53","1,780.22",-,0.48%
13-Nov-13,"1,782.00","1,764.37","1,782.00","1,760.64",-,0.81%
12-Nov-13,"1,767.69","1,769.51","1,771.78","1,762.29",-,-0.24%
11-Nov-13,"1,771.89","1,769.96","1,773.44","1,767.85",-,0.07%
8-Nov-13,"1,770.61","1,748.37","1,770.78","1,747.63",-,1.34%
7-Nov-13,"1,747.15","1,770.74","1,774.54","1,746.20",-,-1.32%
6-Nov-13,"1,770.49","1,765.00","1,773.74","1,764.40",-,0.43%
5-Nov-13,"1,762.97","1,765.67","1,767.03","1,755.76",-,-0.28%
4-Nov-13,"1,767.93","1,763.40","1,768.78","1,761.56",-,0.36%
1-Nov-13,"1,761.64","1,758.70","1,765.67","1,752.70",-,0.29%
31-Oct-13,"1,756.54","1,763.24","1,768.53","1,755.72",-,-0.38%
30-Oct-13,"1,763.31","1,772.27","1,775.22","1,757.24",-,-0.49%
29-Oct-13,"1,771.95","1,762.93","1,772.09","1,762.93",-,0.56%
28-Oct-13,"1,762.11","1,759.42","1,764.99","1,757.67",-,0.13%
25-Oct-13,"1,759.77","1,756.01","1,759.82","1,752.45",-,0.44%
24-Oct-13,"1,752.07","1,747.48","1,753.94","1,745.50",-,0.33%
23-Oct-13,"1,746.38","1,752.27","1,752.27","1,740.50",-,-0.47%
22-Oct-13,"1,754.67","1,746.48","1,759.33","1,746.48",-,0.57%
21-Oct-13,"1,744.66","1,745.20","1,747.79","1,740.67",-,0.01%
18-Oct-13,"1,744.50","1,736.72","1,745.31","1,735.74",-,0.65%
17-Oct-13,"1,733.15","1,720.17","1,733.45","1,714.12",-,0.67%
16-Oct-13,"1,721.54","1,700.49","1,721.76","1,700.49",-,1.38%
15-Oct-13,"1,698.06","1,709.17","1,711.57","1,695.93",-,-0.71%
14-Oct-13,"1,710.14","1,699.86","1,711.03","1,692.13",-,0.41%
11-Oct-13,"1,703.20","1,691.09","1,703.44","1,688.52",-,0.63%
10-Oct-13,"1,692.56","1,660.88","1,692.56","1,660.88",-,2.18%
9-Oct-13,"1,656.40","1,656.99","1,662.47","1,646.47",-,0.06%
8-Oct-13,"1,655.45","1,676.22","1,676.79","1,655.03",-,-1.23%
7-Oct-13,"1,676.12","1,687.15","1,687.15","1,674.70",-,-0.85%
4-Oct-13,"1,690.50","1,678.79","1,691.94","1,677.33",-,0.71%
3-Oct-13,"1,678.66","1,692.35","1,692.35","1,670.36",-,-0.90%
2-Oct-13,"1,693.87","1,691.90","1,693.87","1,680.34",-,-0.07%
1-Oct-13,"1,695.00","1,682.41","1,696.55","1,682.07",-,0.80%
30-Sep-13,"1,681.55","1,687.26","1,687.26","1,674.99",-,-0.60%
27-Sep-13,"1,691.75","1,695.52","1,695.52","1,687.11",-,-0.41%
26-Sep-13,"1,698.67","1,694.05","1,703.85","1,693.11",-,0.35%
25-Sep-13,"1,692.77","1,698.02","1,701.71","1,691.88",-,-0.27%
24-Sep-13,"1,697.42","1,702.60","1,707.63","1,694.90",-,-0.26%
23-Sep-13,"1,701.84","1,711.44","1,711.44","1,697.10",-,-0.47%
20-Sep-13,"1,709.91","1,722.44","1,725.23","1,708.89",-,-0.72%
19-Sep-13,"1,722.34","1,727.34","1,729.86","1,720.20",-,-0.18%
18-Sep-13,"1,725.52","1,705.74","1,729.44","1,700.35",-,1.22%
17-Sep-13,"1,704.76","1,697.73","1,705.52","1,697.73",-,0.42%
16-Sep-13,"1,697.60","1,691.70","1,704.95","1,691.70",-,0.57%
13-Sep-13,"1,687.99","1,685.04","1,688.73","1,682.22",-,0.27%
12-Sep-13,"1,683.42","1,689.21","1,689.97","1,681.96",-,-0.34%
11-Sep-13,"1,689.13","1,681.04","1,689.13","1,678.70",-,0.31%
10-Sep-13,"1,683.99","1,674.32","1,684.09","1,674.32",-,0.73%
9-Sep-13,"1,671.71","1,656.85","1,672.40","1,656.85",-,1.00%
6-Sep-13,"1,655.17","1,657.44","1,664.83","1,640.62",-,0.01%
5-Sep-13,"1,655.08","1,653.28","1,659.17","1,653.07",-,0.12%
4-Sep-13,"1,653.08","1,640.72","1,655.72","1,637.41",-,0.81%
3-Sep-13,"1,639.77","1,635.95","1,651.35","1,633.41",-,0.42%
30-Aug-13,"1,632.97","1,638.89","1,640.08","1,628.05",-,-0.32%
29-Aug-13,"1,638.17","1,633.50","1,646.41","1,630.88",-,0.20%
28-Aug-13,"1,634.96","1,630.25","1,641.18","1,627.47",-,0.27%
27-Aug-13,"1,630.48","1,652.54","1,652.54","1,629.05",-,-1.59%
26-Aug-13,"1,656.78","1,664.29","1,669.51","1,656.02",-,-0.40%
23-Aug-13,"1,663.50","1,659.92","1,664.85","1,654.81",-,0.39%
22-Aug-13,"1,656.96","1,645.03","1,659.55","1,645.03",-,0.86%
21-Aug-13,"1,642.80","1,650.66","1,656.99","1,639.43",-,-0.58%
20-Aug-13,"1,652.35","1,646.81","1,658.92","1,646.08",-,0.38%
19-Aug-13,"1,646.06","1,655.25","1,659.18","1,645.84",-,-0.59%
16-Aug-13,"1,655.83","1,661.22","1,663.60","1,652.61",-,-0.33%
15-Aug-13,"1,661.32","1,679.61","1,679.61","1,658.59",-,-1.43%
14-Aug-13,"1,685.39","1,693.88","1,695.52","1,684.83",-,-0.52%
13-Aug-13,"1,694.16","1,690.65","1,696.81","1,682.62",-,0.28%
12-Aug-13,"1,689.47","1,688.37","1,691.49","1,683.35",-,-0.12%
9-Aug-13,"1,691.42","1,696.10","1,699.42","1,686.02",-,-0.36%
8-Aug-13,"1,697.48","1,693.35","1,700.18","1,688.38",-,0.39%
7-Aug-13,"1,690.91","1,695.30","1,695.30","1,684.91",-,-0.38%
6-Aug-13,"1,697.37","1,705.79","1,705.79","1,693.29",-,-0.57%
5-Aug-13,"1,707.14","1,708.01","1,709.24","1,703.55",-,-0.15%
2-Aug-13,"1,709.67","1,706.10","1,709.67","1,700.68",-,0.16%
1-Aug-13,"1,706.87","1,689.42","1,707.85","1,689.42",-,1.25%
31-Jul-13,"1,685.73","1,687.76","1,698.43","1,684.94",-,-0.01%
30-Jul-13,"1,685.96","1,687.92","1,693.19","1,682.42",-,0.04%
29-Jul-13,"1,685.33","1,690.32","1,690.92","1,681.86",-,-0.37%
26-Jul-13,"1,691.65","1,687.31","1,691.85","1,676.03",-,0.08%
25-Jul-13,"1,690.25","1,685.21","1,690.94","1,680.07",-,0.26%
24-Jul-13,"1,685.94","1,696.06","1,698.38","1,682.57",-,-0.38%
23-Jul-13,"1,692.39","1,696.63","1,698.78","1,691.13",-,-0.19%
22-Jul-13,"1,695.53","1,694.41","1,697.61","1,690.67",-,0.20%
19-Jul-13,"1,692.09","1,686.15","1,692.09","1,684.08",-,0.16%
18-Jul-13,"1,689.37","1,681.05","1,693.12","1,681.05",-,0.50%
17-Jul-13,"1,680.91","1,677.91","1,684.75","1,677.91",-,0.28%
16-Jul-13,"1,676.26","1,682.70","1,683.73","1,671.84",-,-0.37%
15-Jul-13,"1,682.50","1,679.59","1,684.51","1,677.89",-,0.14%
12-Jul-13,"1,680.19","1,675.26","1,680.19","1,672.33",-,0.31%
11-Jul-13,"1,675.02","1,657.41","1,676.63","1,657.41",-,1.36%
10-Jul-13,"1,652.62","1,651.56","1,657.92","1,647.66",-,0.02%
9-Jul-13,"1,652.32","1,642.89","1,654.18","1,642.89",-,0.72%
8-Jul-13,"1,640.46","1,634.20","1,644.68","1,634.20",-,0.53%
5-Jul-13,"1,631.89","1,618.65","1,632.07","1,614.71",-,1.02%
3-Jul-13,"1,615.41","1,611.48","1,618.97","1,604.57",-,0.08%
2-Jul-13,"1,614.08","1,614.29","1,624.26","1,606.77",-,-0.05%
1-Jul-13,"1,614.96","1,609.78","1,626.61","1,609.78",-,0.54%
28-Jun-13,"1,606.28","1,611.12","1,615.94","1,601.06",-,-0.43%
27-Jun-13,"1,613.20","1,606.44","1,620.07","1,606.44",-,0.62%
26-Jun-13,"1,603.26","1,592.27","1,606.83","1,592.27",-,0.96%
25-Jun-13,"1,588.03","1,577.52","1,593.79","1,577.09",-,0.95%
24-Jun-13,"1,573.09","1,588.77","1,588.77","1,560.33",-,-1.21%
21-Jun-13,"1,592.43","1,588.62","1,599.19","1,577.70",-,0.27%
20-Jun-13,"1,588.19","1,624.62","1,624.62","1,584.32",-,-2.50%
19-Jun-13,"1,628.93","1,651.83","1,652.45","1,628.91",-,-1.39%
18-Jun-13,"1,651.81","1,639.77","1,654.19","1,639.77",-,0.78%
17-Jun-13,"1,639.04","1,630.64","1,646.50","1,630.34",-,0.76%
14-Jun-13,"1,626.73","1,635.52","1,640.80","1,623.96",-,-0.59%
13-Jun-13,"1,636.36","1,612.15","1,639.25","1,608.07",-,1.48%
12-Jun-13,"1,612.52","1,629.94","1,637.71","1,610.92",-,-0.84%
11-Jun-13,"1,626.13","1,638.64","1,640.13","1,622.92",-,-1.02%
10-Jun-13,"1,642.81","1,644.67","1,648.69","1,639.26",-,-0.03%
7-Jun-13,"1,643.38","1,625.27","1,644.40","1,625.27",-,1.28%
6-Jun-13,"1,622.56","1,609.29","1,622.56","1,598.23",-,0.85%
5-Jun-13,"1,608.90","1,629.05","1,629.31","1,607.09",-,-1.38%
4-Jun-13,"1,631.38","1,640.73","1,646.53","1,623.62",-,-0.55%
3-Jun-13,"1,640.42","1,631.71","1,640.42","1,622.72",-,0.59%
31-May-13,"1,630.74","1,652.13","1,658.99","1,630.74",-,-1.43%
30-May-13,"1,654.41","1,649.14","1,661.91","1,648.61",-,0.37%
29-May-13,"1,648.36","1,656.57","1,656.57","1,640.05",-,-0.70%
28-May-13,"1,660.06","1,652.63","1,674.21","1,652.63",-,0.63%
24-May-13,"1,649.60","1,646.67","1,649.78","1,636.88",-,-0.06%
